sent0	sent1	hard_neg
who led the mexican calvary in the <e>?	ns:base.culturalevent.event.entity_involved ?x .	ns:time.event.start_date ?x .
who led the mexican calvary in the <e>?	ns:base.culturalevent.event.entity_involved ?x .	ns:time.event.end_date ?x .
who led the mexican calvary in the <e>?	ns:base.culturalevent.event.entity_involved ?x .	ns:user.avh.default_domain.ellerdale_topic.ellerdale_id ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.portrayed_by ?y .?y ns:theater.theater_role.actor ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.portrayed_by ?y .?y ns:theater.theater_role.play ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.portrayed_by ?y .?y ns:theater.theater_role.role ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.portrayed_by ?y .?y ns:type.object.type ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.actor ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.character ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:tv.regular_tv_appearance.series ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:tv.tv_character.appeared_in_tv_program ?y .?y ns:type.object.type ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.plays_appears_in ?y .?y ns:theater.play.characters ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.plays_appears_in ?y .?y ns:theater.play.date_of_first_performance ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.plays_appears_in ?y .?y ns:theater.play.productions ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.plays_appears_in ?y .?y ns:media_common.adapted_work.adaptations ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:theater.theater_character.plays_appears_in ?y .?y ns:user.avh.default_domain.ellerdale_topic.ellerdale_id ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:fictional_universe.character_gender.characters_of_this_gender ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:fictional_universe.fictional_setting.fictional_characters_born_here ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:base.gender.gender_identity.people ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:base.thoroughbredracing.thoroughbred_racehorse_sex.horses_of_this_sex ?x .
who played <e> in two film versions of the odd couple?	ns:film.film_character.portrayed_in_films ?y .?y ns:film.performance.actor ?x .	ns:fictional_universe.fictional_character.gender ?y .?y ns:freebase.linguistic_hint.plural ?x .
which tv shows has <e> starred in	ns:book.author.works_written ?x .	ns:tv.tv_personality.tv_regular_appearances ?x .
which tv shows has <e> starred in	ns:book.author.works_written ?x .	ns:people.person.places_lived ?x .
which tv shows has <e> starred in	ns:book.author.works_written ?x .	ns:people.person.profession ?x .
which tv shows has <e> starred in	ns:book.author.works_written ?x .	ns:music.producer.tracks_produced ?x .
which tv shows has <e> starred in	ns:book.author.works_written ?x .	ns:music.artist.track ?x .
which roman catholic person was the daughter of <e>	ns:people.person.children ?x .	ns:people.person.parents ?x .
which roman catholic person was the daughter of <e>	ns:people.person.children ?x .	ns:people.person.sibling_s ?x .
which roman catholic person was the daughter of <e>	ns:people.person.children ?x .	ns:people.person.spouse_s ?x .
which roman catholic person was the daughter of <e>	ns:people.person.children ?x .	ns:people.person.date_of_birth ?x .
which roman catholic person was the daughter of <e>	ns:people.person.children ?x .	ns:people.person.place_of_birth ?x .
what was one thing <e> is famous for?	ns:base.argumentmaps.innovator.original_ideas ?x .	ns:government.politician.government_positions_held ?x .
what was one thing <e> is famous for?	ns:base.argumentmaps.innovator.original_ideas ?x .	ns:common.topic.notable_types ?x .
what was one thing <e> is famous for?	ns:base.argumentmaps.innovator.original_ideas ?x .	ns:people.person.profession ?x .
what was one thing <e> is famous for?	ns:base.argumentmaps.innovator.original_ideas ?x .	ns:common.topic.notable_for ?x .
what was one thing <e> is famous for?	ns:base.argumentmaps.innovator.original_ideas ?x .	ns:book.book_subject.works ?x .
who produced a midnight clear and <e>?	ns:film.film.produced_by ?x .	ns:film.film.edited_by ?x .
who produced a midnight clear and <e>?	ns:film.film.produced_by ?x .	ns:film.film.directed_by ?x .
who produced a midnight clear and <e>?	ns:film.film.produced_by ?x .	ns:film.film.written_by ?x .
who produced a midnight clear and <e>?	ns:film.film.produced_by ?x .	ns:film.film.executive_produced_by ?x .
who produced a midnight clear and <e>?	ns:film.film.produced_by ?x .	ns:film.film.film_art_direction_by ?x .
what does <e> own 2012?	ns:organization.organization_founder.organizations_founded ?x .	ns:business.board_member.organization_board_memberships ?x .
what does <e> own 2012?	ns:organization.organization_founder.organizations_founded ?x .	ns:business.board_member.leader_of ?x .
what does <e> own 2012?	ns:organization.organization_founder.organizations_founded ?x .	ns:organization.organization.headquarters ?x .
what does <e> own 2012?	ns:organization.organization_founder.organizations_founded ?x .	ns:people.person.employment_history ?x .
what does <e> own 2012?	ns:organization.organization_founder.organizations_founded ?x .	ns:user.narphorium.people.wealthy_person.net_worth ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.recurring_writers ?y .?y ns:tv.tv_program_writer_relationship.tv_program ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.recurring_writers ?y .?y ns:tv.tv_program_writer_relationship.writer ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.recurring_writers ?y .?y ns:tv.tv_program_writer_relationship.end_date ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.recurring_writers ?y .?y ns:tv.tv_program_writer_relationship.start_date ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.recurring_writers ?y .?y ns:type.object.type ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.tv_producer ?y .?y ns:tv.tv_producer_term.producer ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.tv_producer ?y .?y ns:tv.tv_producer_term.from ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.tv_producer ?y .?y ns:tv.tv_producer_term.producer_type ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.tv_producer ?y .?y ns:type.object.type ?x .
who played maxie jones on <e>?	ns:tv.tv_program.regular_cast ?y .?y ns:tv.regular_tv_appearance.actor ?x .	ns:tv.tv_program.tv_producer ?y .?y ns:tv.tv_producer_term.program ?x .
where did <e> live before the war?	ns:people.person.place_of_birth ?x .	ns:people.person.places_lived ?x .
where did <e> live before the war?	ns:people.person.place_of_birth ?x .	ns:people.deceased_person.place_of_death ?x .
where did <e> live before the war?	ns:people.person.place_of_birth ?x .	ns:people.deceased_person.place_of_burial ?x .
where did <e> live before the war?	ns:people.person.place_of_birth ?x .	ns:people.person.nationality ?x .
where did <e> live before the war?	ns:people.person.place_of_birth ?x .	ns:people.person.ethnicity ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.members ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.jurisdiction ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.component_bodies ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:common.topic.notable_for ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.governmental_body ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.appointed_by ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_position_or_title ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.jurisdiction ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_for ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_types ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:organization.organization.sectors ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.article ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:government.government_office_or_title.office_holders ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:government.government_office_or_title.jurisdiction ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:government.government_office_or_title.category ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:common.topic.notable_for ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:common.topic.notable_types ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.aareas.schema.administrative_area.capital ?y .?y ns:government.governmental_jurisdiction.governing_officials ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.aareas.schema.administrative_area.capital ?y .?y ns:common.identity.daylife_topic ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.aareas.schema.administrative_area.capital ?y .?y ns:common.topic.notable_for ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.aareas.schema.administrative_area.capital ?y .?y ns:location.statistical_region.population ?x .
who is the governor of <e> currently?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.aareas.schema.administrative_area.capital ?y .?y ns:location.hud_foreclosure_area.total_90_day_vacant_residential_addresses ?x .
who won <e> season 5?	ns:award.competition.winner ?x .	ns:award.competition.type_of_competition ?x .
who won <e> season 5?	ns:award.competition.winner ?x .	ns:base.realitytv.reality_tv_season.contestants ?x .
who won <e> season 5?	ns:award.competition.winner ?x .	ns:award.competition.instance_of_recurring_competition ?x .
who won <e> season 5?	ns:award.competition.winner ?x .	ns:tv.tv_series_season.to ?x .
who won <e> season 5?	ns:award.competition.winner ?x .	ns:tv.tv_series_season.regular_personal_appearances ?x .
what was the cause of death of <e>	ns:people.deceased_person.cause_of_death ?x .	ns:people.deceased_person.date_of_death ?x .
what was the cause of death of <e>	ns:people.deceased_person.cause_of_death ?x .	ns:people.deceased_person.place_of_death ?x .
what was the cause of death of <e>	ns:people.deceased_person.cause_of_death ?x .	ns:people.person.nationality ?x .
what was the cause of death of <e>	ns:people.deceased_person.cause_of_death ?x .	ns:people.person.gender ?x .
what was the cause of death of <e>	ns:people.deceased_person.cause_of_death ?x .	ns:base.prison.prisoner.imprisoned ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.school ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.draft ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.team ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.player ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.pick_overall ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.place_of_birth ?y .?y ns:location.location.people_born_here ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.place_of_birth ?y .?y ns:type.object.type ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.place_of_birth ?y .?y ns:location.hud_foreclosure_area.total_residential_addresses ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.place_of_birth ?y .?y ns:location.location.containedby ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.place_of_birth ?y .?y ns:location.hud_county_place.county ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.from ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.pro_athlete.teams ?y .?y ns:type.object.type ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.number ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.geographic_distribution ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.people ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.included_in_group ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.ethnicity ?y .?y ns:people.ethnicity.includes_groups ?x .
what high school did <e> go to	ns:people.person.education ?y .?y ns:education.education.institution ?x .	ns:people.person.ethnicity ?y .?y ns:type.object.type ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.producer.film ?y .?y ns:film.film.film_series ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.producer.film ?y .?y ns:film.film.country ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.producer.film ?y .?y ns:film.film.cinematography ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.producer.film ?y .?y ns:film.film.story_by ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.producer.film ?y .?y ns:film.film.film_format ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.actor ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:tv.tv_actor.starring_roles ?y .?y ns:type.object.type ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.film ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.person ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.type_of_appearance ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:type.object.type ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.country ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.cinematography ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.story_by ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.featured_film_locations ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:film.film_story_contributor.film_story_credits ?y .?y ns:film.film.runtime ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:people.person.profession ?y .?y ns:common.topic.image ?x .
what role did <e> play in endless love?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	ns:people.person.profession ?y .?y ns:common.topic.alias ?x .
who was <e> when flightplan was released?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.article ?y .?y ns:common.document.text ?x .
who was <e> when flightplan was released?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:common.topic.article ?y .?y ns:type.object.type ?x .
